fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,Id
0.7787610619469028,0.10273972602739725,0.62,2.6,0.0819999999999999,6.0,21.0,1.0002,3.16,0.67,9.7,6,328
0.33628318584070804,0.30136986301369867,0.08,2.1,0.105,16.0,44.0,0.9958,3.13,0.52,11.0,5,333
0.2920353982300885,0.363013698630137,0.01,2.5,0.078,17.0,38.0,0.9963,3.34,0.74,11.7,7,334
0.6460176991150444,0.39383561643835613,0.53,3.4,0.128,7.0,21.0,0.9992,3.17,0.84,12.2,7,335
0.38053097345132747,0.21232876712328763,0.45,1.9,0.052,6.0,16.0,0.9948,3.35,0.7,12.5,6,336
0.2831858407079646,0.21232876712328763,0.32,2.8,0.08,29.0,58.0,0.9974,3.31,0.64,10.3,5,337
0.6991150442477876,0.10958904109589043,0.54,2.3,0.0819999999999999,12.0,29.0,0.9997,3.11,1.36,9.8,7,339
0.5575221238938054,0.18493150684931509,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,6,342
0.5575221238938054,0.18493150684931509,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,6,343
0.6460176991150444,0.30821917808219174,0.5,2.6,0.0819999999999999,6.0,32.0,1.0006,3.12,0.78,10.7,6,344
0.8141592920353984,0.25342465753424653,0.67,3.0,0.093,6.0,15.0,0.9986,3.02,0.93,12.0,6,347
0.4424778761061947,0.30136986301369867,0.31,2.8,0.089,15.0,46.0,0.9979,3.11,0.92,10.0,6,348
0.3982300884955752,0.46232876712328763,0.0,2.6,0.096,11.0,26.0,0.9994,3.35,0.83,9.4,6,351
0.2743362831858408,0.3732876712328767,0.0,2.4,0.09,8.0,19.0,0.9974,3.27,0.73,9.3,5,352
0.7876106194690267,0.2808219178082192,0.79,4.8,0.12,23.0,77.0,1.0018,3.18,0.77,13.0,5,353
0.1327433628318584,0.06164383561643835,0.4,1.4,0.066,40.5,165.0,0.9912,3.25,0.59,11.9,6,354
0.18584070796460184,0.43150684931506844,0.01,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,12.8,6,355
0.6106194690265487,0.19863013698630133,0.52,3.0,0.08,29.0,55.0,1.0001,3.26,0.88,11.0,5,356
0.5221238938053098,0.2054794520547945,0.66,2.95,0.1159999999999999,12.0,29.0,0.997,3.24,0.75,11.7,7,357
0.6460176991150444,0.21232876712328763,0.66,3.1,0.109,10.0,23.0,1.0,3.15,0.85,10.4,7,358
0.7079646017699115,0.1780821917808219,0.66,2.6,0.088,10.0,41.0,1.001,3.17,0.68,9.8,6,359
0.3185840707964601,0.39726027397260266,0.23,2.0,0.099,14.0,81.0,0.9973,3.19,0.7,9.4,5,360
0.35398230088495575,0.226027397260274,0.31,2.6,0.086,21.0,50.0,0.9982,3.37,0.91,9.9,6,361
0.6460176991150444,0.3150684931506849,0.66,2.5,0.072,6.0,37.0,0.9992,3.05,0.56,10.0,5,362
0.6991150442477876,0.2328767123287671,0.63,2.0,0.071,6.0,15.0,0.9988,2.99,0.87,10.2,5,363
0.7256637168141593,0.3390410958904109,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,7,364
0.7256637168141593,0.3390410958904109,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,7,366
0.5132743362831859,0.3116438356164383,0.61,2.6,0.076,11.0,24.0,1.0,3.16,0.69,9.0,5,367
0.424778761061947,0.10273972602739725,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,7,369
0.2920353982300885,0.0821917808219178,0.4,1.6,0.0559999999999999,11.0,25.0,0.9967,3.32,0.87,8.7,6,371
0.3982300884955752,0.10958904109589043,0.48,1.8,0.067,26.0,46.0,0.9967,3.32,1.04,10.6,6,372
0.6106194690265487,0.226027397260274,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,1.11,11.0,6,376
0.424778761061947,0.10273972602739725,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,7,377
0.6017699115044248,0.3458904109589041,0.66,6.2,0.088,6.0,24.0,0.9988,3.11,0.99,13.3,6,378
0.32743362831858414,0.0958904109589041,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6,380
0.2743362831858408,0.2671232876712329,0.28,2.1,0.087,23.0,54.0,0.998,3.42,0.74,9.2,5,384
0.2831858407079646,0.2328767123287671,0.26,1.9,0.088,23.0,53.0,0.9981,3.43,0.74,9.2,6,388
0.08849557522123891,0.5,0.05,1.4,0.045,12.0,88.0,0.9924,3.56,0.82,12.9,8,390
0.8053097345132743,0.20205479452054792,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,6,391
0.4336283185840708,0.17123287671232873,0.52,2.0,0.0819999999999999,6.0,26.0,0.998,3.18,0.51,9.5,5,392
0.654867256637168,0.17123287671232873,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,7,395
0.17699115044247782,0.4212328767123288,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,5,396
0.6106194690265487,0.32191780821917804,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,6,397
0.36283185840707965,0.4417808219178082,0.22,2.3,0.064,9.0,42.0,0.9963,3.1,0.55,9.4,5,399
0.17699115044247782,0.4212328767123288,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,5,400
0.6725663716814159,0.2465753424657534,0.54,2.6,0.085,19.0,64.0,1.0,3.1,0.61,10.5,6,402
0.6017699115044248,0.3287671232876712,0.49,2.7,0.085,10.0,41.0,0.9994,3.15,0.63,10.5,6,403
0.2743362831858408,0.39041095890410954,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,9.1,5,404
0.4601769911504425,0.2191780821917808,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,10.8,6,406
0.654867256637168,0.18493150684931509,0.66,3.0,0.093,12.0,30.0,0.9996,3.18,0.63,10.8,7,407
0.6991150442477876,0.2328767123287671,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57,9.6,4,409
0.3893805309734514,0.21232876712328763,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,6,410
0.22123893805309736,0.4212328767123288,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,5,412
0.46902654867256643,0.1917808219178082,0.53,6.7,0.0969999999999999,6.0,19.0,0.9986,3.27,0.82,11.7,7,413
0.3716814159292037,0.273972602739726,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,5,414
0.35398230088495575,0.41438356164383555,0.24,6.6,0.1169999999999999,31.0,134.0,1.0014,3.32,1.07,9.3,5,415
0.5309734513274336,0.2465753424657534,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,6,416
0.21238938053097345,0.3150684931506849,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,5,417
0.6460176991150444,0.1780821917808219,0.51,2.0,0.121,7.0,20.0,0.9996,3.24,0.76,10.4,6,418
0.19469026548672563,0.4452054794520548,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,5,419
0.17699115044247782,0.4931506849315068,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7,421
0.2743362831858408,0.5753424657534246,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,5,422
0.5221238938053098,0.0821917808219178,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,423
0.17699115044247782,0.4931506849315068,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7,425
0.15929203539823011,0.3767123287671233,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,6,426
0.4336283185840708,0.452054794520548,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,6,427
0.3982300884955752,0.273972602739726,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,5,428
0.7256637168141593,0.4931506849315068,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,6,429
0.5221238938053098,0.0821917808219178,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,430
0.2831858407079646,0.2945205479452055,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,5,431
0.68141592920354,0.18493150684931509,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5,433
0.5132743362831859,0.19863013698630133,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6,434
0.68141592920354,0.18493150684931509,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5,435
0.3008849557522124,0.3767123287671233,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,6,436
0.5752212389380531,0.226027397260274,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,6,437
0.21238938053097345,0.3424657534246575,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,5,439
0.7079646017699115,0.13013698630136986,0.72,2.2,0.072,6.0,29.0,0.9987,2.88,0.82,9.8,8,440
0.9734513274336283,0.386986301369863,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,7,442
0.06194690265486724,0.30821917808219174,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,7,444
0.6991150442477876,0.1780821917808219,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,5,446
0.4159292035398231,0.2465753424657534,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,5,447
0.35398230088495575,0.2808219178082192,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,6,448
0.6460176991150444,0.18493150684931509,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,449
0.6460176991150444,0.18493150684931509,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,450
0.19469026548672563,0.30136986301369867,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,6,452
0.5132743362831859,0.14383561643835616,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,453
0.21238938053097345,0.07534246575342465,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,5,454
0.5929203539823009,0.3424657534246575,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,8,455
0.38053097345132747,0.32191780821917804,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,5,456
0.4070796460176991,0.3493150684931507,0.21,2.7,0.0969999999999999,29.0,65.0,0.9988,3.28,0.58,9.6,5,457
0.6194690265486726,0.3150684931506849,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,3,459
0.4070796460176991,0.21232876712328763,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,6,460
0.32743362831858414,0.3390410958904109,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,5,461
0.6106194690265487,0.13356164383561644,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,6,464
0.5044247787610621,0.2602739726027397,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,6,466
0.3716814159292037,0.2328767123287671,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,6,467
0.6017699115044248,0.1643835616438356,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,6,468
0.36283185840707965,0.47945205479452047,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,5,469
0.7433628318584071,0.136986301369863,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,5,470
0.4424778761061947,0.2876712328767123,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,6,471
0.6991150442477876,0.17123287671232873,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,6,472
0.4424778761061947,0.3835616438356165,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5,475
0.4159292035398231,0.10273972602739725,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,5,476
0.5132743362831859,0.0821917808219178,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,6,477
0.424778761061947,0.386986301369863,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,6,479
0.5309734513274336,0.10958904109589043,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,5,480
0.424778761061947,0.1232876712328767,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,8,481
0.5309734513274336,0.1643835616438356,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,5,483
0.49557522123893805,0.3767123287671233,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5,485
0.49557522123893805,0.3595890410958904,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,6,487
0.4159292035398231,0.18493150684931509,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,6,489
0.4070796460176991,0.19863013698630133,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,7,491
0.38053097345132747,0.1917808219178082,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,7,492
0.36283185840707965,0.39041095890410954,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,493
0.16814159292035402,0.18493150684931509,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,6,494
0.5398230088495575,0.15753424657534243,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8,495
0.2831858407079646,0.273972602739726,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,496
0.23008849557522126,0.15068493150684933,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,5,497
0.5398230088495575,0.15753424657534243,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8,498
0.36283185840707965,0.39041095890410954,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,499
0.2831858407079646,0.273972602739726,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,500
0.5132743362831859,0.2191780821917808,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7,501
0.5132743362831859,0.2191780821917808,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7,502
0.5221238938053098,0.0821917808219178,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,1.05,10.8,7,504
0.49557522123893805,0.25342465753424653,0.63,2.9,0.072,10.0,26.0,0.9968,3.16,0.78,12.5,7,505
0.5132743362831859,0.0821917808219178,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,10.8,7,506
0.5840707964601769,0.3767123287671233,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,6,507
0.7699115044247788,0.11643835616438356,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,7,509
0.47787610619469034,0.32191780821917804,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6,511
0.5398230088495575,0.1917808219178082,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,6,512
0.5221238938053098,0.2671232876712329,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,513
0.5221238938053098,0.2671232876712329,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,514
0.34513274336283184,0.3664383561643836,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,9.3,5,515
0.6991150442477876,0.3287671232876712,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,6,516
0.5132743362831859,0.33561643835616434,0.49,2.1,0.2,5.0,16.0,0.9994,3.16,0.63,8.4,3,517
0.4601769911504425,0.08904109589041095,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.9,10.0,6,520
0.4159292035398231,0.1917808219178082,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,9.4,5,523
0.4070796460176991,0.21232876712328763,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,5,524
0.21238938053097345,0.1780821917808219,0.49,2.5,0.0969999999999999,33.0,85.0,0.9962,3.39,0.77,11.4,6,527
0.46902654867256643,0.3493150684931507,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5,529
0.3982300884955752,0.0684931506849315,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,6,530
0.6460176991150444,0.1780821917808219,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5,531
0.6460176991150444,0.1780821917808219,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5,532
0.5044247787610621,0.10273972602739725,0.24,2.1,0.072,15.0,33.0,0.9956,3.22,0.66,12.8,6,533
0.47787610619469034,0.2465753424657534,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,6,534
0.3982300884955752,0.0684931506849315,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,6,535
0.46902654867256643,0.3493150684931507,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5,536
0.3097345132743363,0.48287671232876705,0.24,2.1,0.084,5.0,13.0,0.9972,3.37,0.77,10.7,6,537
0.7345132743362832,0.15753424657534243,0.49,5.8,0.066,5.0,35.0,1.0014,3.2,0.66,12.0,7,538
0.5840707964601769,0.2602739726027397,0.74,5.15,0.1,5.0,17.0,0.9996,3.22,0.62,11.2,5,539
0.4070796460176991,0.32191780821917804,0.24,3.3,0.1009999999999999,20.0,47.0,0.9988,3.26,0.67,9.6,5,540
0.4336283185840708,0.2328767123287671,0.49,6.3,0.064,5.0,17.0,0.9988,3.21,0.73,11.0,6,541
0.4159292035398231,0.40753424657534243,0.24,2.1,0.07,5.0,20.0,0.9966,3.12,0.59,9.9,5,542
0.5840707964601769,0.3698630136986301,0.24,2.5,0.085,16.0,53.0,0.9993,3.06,0.72,11.0,6,543
0.8584070796460177,0.13013698630136986,0.74,1.8,0.075,6.0,15.0,1.0008,2.86,0.79,8.4,6,544
0.3982300884955752,0.23972602739726023,0.49,2.6,0.094,38.0,106.0,0.9982,3.08,0.59,9.1,5,545
0.256637168141593,0.2945205479452055,0.24,2.0,0.078,10.0,28.0,0.9983,3.45,0.78,9.5,6,546
0.5309734513274336,0.13013698630136986,0.49,2.5,0.067,6.0,21.0,0.9987,3.26,0.86,10.7,6,547
0.6902654867256637,0.15753424657534243,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,10.4,6,548
0.19469026548672563,0.2671232876712329,0.01,2.1,0.074,9.0,25.0,0.9958,3.33,0.56,9.5,6,550
0.424778761061947,0.21232876712328763,0.24,2.8,0.092,14.0,45.0,0.998,3.19,0.73,10.0,6,551
0.4336283185840708,0.2328767123287671,0.24,2.7,0.092,14.0,44.0,0.998,3.12,0.74,10.0,6,552
0.03539823008849563,0.6301369863013698,0.24,1.6,0.05,32.0,96.0,0.9934,3.74,0.62,11.5,5,553
0.9646017699115044,0.3595890410958904,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5,554
0.5575221238938054,0.2808219178082192,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6,556
0.9734513274336283,0.3595890410958904,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5,557
0.7433628318584071,0.23972602739726023,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,6,559
0.7168141592920354,0.3287671232876712,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5,560
0.3893805309734514,0.2876712328767123,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61,9.2,5,562
0.2654867256637168,0.11643835616438356,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,6,563
0.7433628318584071,0.23972602739726023,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,6,564
0.7168141592920354,0.3287671232876712,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5,565
0.36283185840707965,0.39726027397260266,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,6,567
0.4601769911504425,0.2602739726027397,0.49,2.6,0.25,5.0,20.0,0.999,3.31,0.79,10.7,6,568
0.1415929203539823,0.1643835616438356,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6,569
0.6106194690265487,0.15753424657534243,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.91,11.0,6,570
0.49557522123893805,0.0821917808219178,0.49,2.4,0.075,10.0,28.0,0.9978,3.14,0.61,10.4,5,572
0.46902654867256643,0.2602739726027397,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52,10.0,4,576
0.3716814159292037,0.2191780821917808,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6,9.5,5,577
0.3716814159292037,0.23972602739726023,0.49,2.9,0.085,17.0,110.0,0.9982,3.29,0.6,9.8,5,578
0.5309734513274336,0.13013698630136986,0.49,2.2,0.063,18.0,40.0,0.9976,3.14,0.51,9.8,6,579
0.68141592920354,0.2602739726027397,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,5,580
0.68141592920354,0.2602739726027397,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,5,581
0.654867256637168,0.10958904109589043,0.49,1.9,0.074,10.0,21.0,0.9976,2.98,0.66,9.9,7,583
0.23893805309734517,0.41780821917808214,0.24,1.9,0.108,18.0,102.0,0.9967,3.26,0.59,9.3,5,587
0.03539823008849563,0.2054794520547945,0.24,2.0,0.06,19.0,50.0,0.9917,3.72,0.74,14.0,8,588
0.3893805309734514,0.226027397260274,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,5,590
0.17699115044247782,0.18493150684931509,0.49,1.7,0.07,23.0,149.0,0.9922,3.12,0.5,11.5,6,591
0.3893805309734514,0.226027397260274,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,5,592
0.46902654867256643,0.25342465753424653,0.58,3.5,0.094,9.0,43.0,1.0004,3.29,0.58,9.0,5,593
0.38053097345132747,0.3253424657534246,0.41,7.9,0.086,30.0,109.0,0.9998,3.27,0.57,9.3,5,595
0.6902654867256637,0.1917808219178082,0.51,2.0,0.059,6.0,24.0,0.9994,3.04,0.6,9.3,6,596
0.34513274336283184,0.31849315068493145,0.18,2.1,0.078,5.0,30.0,0.9967,3.2,0.48,9.8,6,598
0.2743362831858408,0.48972602739726023,0.0,2.6,0.081,6.0,14.0,0.9975,3.3,0.52,9.3,5,602
0.32743362831858414,0.3150684931506849,0.13,2.9,0.096,14.0,63.0,0.9984,3.17,0.62,9.1,6,604
0.3716814159292037,0.2465753424657534,0.41,3.3,0.092,26.0,52.0,0.9982,3.31,0.53,10.5,6,607
0.48672566371681414,0.363013698630137,0.37,5.1,0.11,11.0,65.0,1.0026,3.32,0.64,10.4,6,608
0.1504424778761062,0.1643835616438356,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,12.7,6,609
0.3716814159292037,0.0821917808219178,0.54,2.5,0.083,25.0,57.0,0.9983,3.39,0.54,9.2,5,610
0.7610619469026547,0.1780821917808219,0.55,2.7,0.081,5.0,16.0,1.0006,2.98,0.54,9.4,5,611
0.256637168141593,0.3561643835616438,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,6,612
0.4424778761061947,0.3287671232876712,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,5,616
0.6106194690265487,0.13013698630136986,0.51,2.2,0.079,14.0,28.0,0.9982,3.03,0.93,9.8,6,617
0.5929203539823009,0.17123287671232873,0.41,2.3,0.088,6.0,16.0,0.9988,3.09,0.8,9.3,5,619
0.32743362831858414,0.2876712328767123,0.24,3.4,0.076,16.0,112.0,0.9976,3.27,0.61,9.4,5,620
0.3185840707964601,0.30136986301369867,0.23,3.4,0.078,14.0,104.0,0.9976,3.28,0.62,9.4,5,621
0.47787610619469034,0.3150684931506849,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,9.5,5,622
0.19469026548672563,0.39041095890410954,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,5,625
0.3716814159292037,0.3287671232876712,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,5,626
0.3716814159292037,0.3287671232876712,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,5,627
0.36283185840707965,0.2876712328767123,0.26,2.5,0.0969999999999999,7.0,31.0,0.9976,3.27,0.6,9.3,6,628
0.2654867256637168,0.386986301369863,0.23,2.3,0.111,20.0,84.0,0.9964,3.21,0.61,9.3,5,629
0.36283185840707965,0.2876712328767123,0.26,2.5,0.0969999999999999,7.0,31.0,0.9976,3.27,0.6,9.3,6,630
0.5132743362831859,0.10958904109589043,0.54,2.7,0.105,5.0,19.0,0.9988,3.25,0.63,9.5,5,631
0.2654867256637168,0.19863013698630133,0.14,3.0,0.087,21.0,43.0,0.9964,3.32,0.57,10.5,6,632
0.48672566371681414,0.5582191780821918,0.22,3.4,0.105,11.0,86.0,1.001,3.43,0.64,11.3,4,633
0.2920353982300885,0.15753424657534243,0.21,1.9,0.073,46.0,102.0,0.9964,3.27,0.58,9.5,5,634
0.36283185840707965,0.4931506849315068,0.0,1.4,0.065,24.0,33.0,0.9954,3.27,0.55,9.7,5,635
0.4424778761061947,0.5205479452054794,0.28,2.4,0.086,30.0,147.0,0.9979,3.24,0.53,9.4,5,636
0.4336283185840708,0.523972602739726,0.27,2.3,0.084,31.0,145.0,0.9978,3.24,0.53,9.4,5,637
0.38053097345132747,0.11643835616438356,0.35,1.9,0.067,25.0,57.0,0.997,3.18,1.36,10.3,6,639
0.46902654867256643,0.2876712328767123,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,5,640
0.46902654867256643,0.2876712328767123,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,5,642
0.46902654867256643,0.2876712328767123,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,5,644
0.32743362831858414,0.4965753424657534,0.01,2.2,0.07,5.0,14.0,0.9967,3.32,0.58,11.0,4,647
0.36283185840707965,0.2465753424657534,0.3,2.8,0.066,10.0,28.0,0.9964,3.33,0.67,11.2,7,648
0.18584070796460184,0.2054794520547945,0.27,8.6,0.068,24.0,148.0,0.9948,3.16,0.57,11.3,6,649
0.5398230088495575,0.21232876712328763,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,5,650
1.0,0.1643835616438356,0.65,7.5,0.096,22.0,71.0,0.9976,2.98,0.84,14.9,5,652
0.424778761061947,0.14383561643835616,0.59,2.8,0.079,9.0,30.0,0.9976,3.12,0.54,12.0,6,653
0.35398230088495575,0.23972602739726023,0.47,2.4,0.074,7.0,29.0,0.9979,3.08,0.46,9.5,5,654
0.4513274336283185,0.2945205479452055,0.17,2.9,0.087,20.0,53.0,1.0004,3.14,0.61,9.4,5,655
0.5398230088495575,0.21232876712328763,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,5,656
0.654867256637168,0.2602739726027397,0.59,1.4,0.073,23.0,42.0,0.998,2.92,0.68,10.5,7,657
0.23008849557522126,0.273972602739726,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,6,658
0.23008849557522126,0.273972602739726,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,6,660
